itemId,title,price,condition,itemDescription
v1|110555292524|0,Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,"['500.00', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555284263|410109504210,product test 2,"['710.00', 'USD']",New,asdf
v1|110555284225|0,Apple MacBook Pro MB990LL/A 15 in.,"['500.00', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555284281|410109503824,Irure PRODUCT 4,"['918.00', 'USD']",New,asd
v1|110555283810|0,Tets,"['556.66', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555284208|0,Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,"['500.00', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555283760|0,Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,"['500.00', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555283764|0,Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,"['500.00', 'USD']",New,Brand New Apple MacBook Pro MB990LL/A 13.3 in. Notebook!
v1|110555278566|0,15 in 1 Hub Docking Station Type-C Multi-functional HUB For Laptop & PC,"['79.99', 'USD']",New,"15 in 1 Hub Docking Station Type-C Multi-functional HUB For Laptop & PC Item description from the seller Technical specifications: 1.HDMI 4K X 2K resolution,downward compatible with 1080P, 720P, etc 2. USB *5 High speed USB, Power supply up to 10Gbps 3. PD Support max 100W power adapter 4. PC HOST interface 5. DP 4K X 2K resolution, downward compatible with 1080P, 720P, etc 6. Rj45 10/100/1000 Gigabit Ethernet 7. SD/TF 3.0 Support multiple types of TF and SD cards 8. 3.5 Audio Support multiple types of TF and SD cards 9. Type-C High speed USB-C, Power supply up to 10Gbps Made for: MacBook12, MacBook Pro 2019/2018/2017/2016, MacBook Air 2020/2019/2018, iPad Pro 2020,2018, Chromebook, HUAWEI mate40/mate40 pro, mate30/mate30 pro, P40/P30, Samsung S20/S10/S9/Note10/Note9/Note8, HP Spectre Pavilion, HUAWEI Matebook, Dell XPS series, Mi Air and supports Mobile phones and tablets with DP funtion. Payment Delivery Returns About us Contact us Payment Policy Thank you for shopping with us! To ensure a smooth and secure transaction, please review our payment policy below. Accepted Payment Methods: We accept the following payment methods: eBay Managed Payments Payment Due Date: Payment is due at the time of purchase. For auction items, payment is required within 3 days of the auction's end. If payment is not received within this timeframe, we reserve the right to cancel the order and relist the item. Sales Tax: Sales tax will be applied to orders shipped within California, as required by law. The tax rate will be calculated based on the shipping address and added to the total order amount during checkout. Order Processing: Once payment is received and verified, your order will be processed and shipped within 1-2 business days. We will notify you via eBay message and provide a tracking number once your order has been dispatched. Payment Issues: If you encounter any issues with your payment, please contact us immediately. We are here to help resolve any problems and ensure your transaction is completed successfully. Cancellation Policy: If you need to cancel your order, please contact us as soon as possible. If the order has not yet been processed and shipped, we will cancel it and issue a full refund. If the order has already been shipped, please refer to our return policy for instructions on how to return the item. Refunds: Refunds will be processed through the original payment method used for the purchase. We appreciate your business and are committed to providing you with a positive shopping experience. If you have any questions or concerns about our payment policy, please do not hesitate to contact us. Thank you for your understanding and cooperation!"
v1|110555278602|0,15 in 1 Hub Docking Station Type-C Multi-functional HUB For Laptop & PC,"['79.99', 'USD']",New,"15 in 1 Hub Docking Station Type-C Multi-functional HUB For Laptop & PC Item description from the seller Product Introduction: This product is a multi-functional extension type-c HUB, support for HDCP video, compatible with USB3.1 type-c interface of mobile phones, tablets, laptops and computers. Support to the computer tablet and mobile phone pictures, video, film and television, sound, etc on the TV, Projector display devices, such as when your device itself because do not have or lack of related port. The multi-purpose extension HUB can meet the demand of your work entertainment, charging and data reading and writing, mouse, keyboard, such as USB device connection, network connection, such as audio and video output function. This product has a standing and removable magnetic base, which support 360 horizontal rotation and improves the adaptabilith of the product to the application environment. Technical specifications: 1.HDMI 4K X 2K resolution,downward compatible with 1080P, 720P, etc 2. USB *5 High speed USB, Power supply up to 10Gbps 3. PD Support max 100W power adapter 4. PC HOST interface 5. DP 4K X 2K resolution, downward compatible with 1080P, 720P, etc 6. Rj45 10/100/1000 Gigabit Ethernet 7. SD/TF 3.0 Support multiple types of TF and SD cards 8. 3.5 Audio Support multiple types of TF and SD cards 9. Type-C *2 High speed USB-C, Power supply up to 10Gbps Made for: MacBook12, MacBook Pro 2019/2018/2017/2016, MacBook Air 2020/2019/2018, iPad Pro 2020,2018, Chromebook, HUAWEI mate40/mate40 pro, mate30/mate30 pro, P40/P30, Samsung S20/S10/S9/Note10/Note9/Note8, HP Spectre Pavilion, HUAWEI Matebook, Dell XPS series, Mi Air and supports Mobile phones and tablets with DP funtion. Product Parameters: When using the product, please connect the charger. During use, when the device connected to the product is disconnected, the data will be lost. the connection will be restored after a few seconds. USB ports are recommended for data transmission and should not be used as an output current unless the computer or HUB is connected to a power supply. SD card and TF card can be used at the same time. When reading large capacity portable hard disk, please connect PD charging. The operating temperature is about 45, which belongs to normal fever. Plug and play, no need to install drivers and settings. Payment Delivery Returns About us Contact us Payment Policy Thank you for shopping with us! To ensure a smooth and secure transaction, please review our payment policy below. Accepted Payment Methods: We accept the following payment methods: eBay Managed Payments Payment Due Date: Payment is due at the time of purchase. For auction items, payment is required within 3 days of the auction's end. If payment is not received within this timeframe, we reserve the right to cancel the order and relist the item. Sales Tax: Sales tax will be applied to orders shipped within California, as required by law. The tax rate will be calculated based on the shipping address and added to the total order amount during checkout. Order Processing: Once payment is received and verified, your order will be processed and shipped within 1-2 business days. We will notify you via eBay message and provide a tracking number once your order has been dispatched. Payment Issues: If you encounter any issues with your payment, please contact us immediately. We are here to help resolve any problems and ensure your transaction is completed successfully. Cancellation Policy: If you need to cancel your order, please contact us as soon as possible. If the order has not yet been processed and shipped, we will cancel it and issue a full refund. If the order has already been shipped, please refer to our return policy for instructions on how to return the item. Refunds: Refunds will be processed through the original payment method used for the purchase. We appreciate your business and are committed to providing you with a positive shopping experience. If you have any questions or concerns about our payment policy, please do not hesitate to contact us. Thank you for your understanding and cooperation!"
